year,month,median_difference,lower_95a,upper_95a,lower_95b,upper_95b,lower_95c,upper_95c,lower_95d,upper_95d,lower_95e,upper_95e
1991,3,0.193,0.159,0.226,0.152,0.234,0.079,0.307,0.139,0.245,0.067,0.318
1991,4,0.386,0.341,0.418,0.344,0.427,0.262,0.509,0.33,0.438,0.25,0.52
1991,5,0.302,0.267,0.337,0.263,0.341,0.157,0.447,0.254,0.352,0.149,0.456
1991,6,0.305,0.267,0.345,0.266,0.344,0.173,0.438,0.254,0.357,0.163,0.447
1991,7,0.308,0.277,0.341,0.267,0.348,0.141,0.474,0.257,0.359,0.133,0.482
1991,8,0.259,0.226,0.295,0.219,0.298,0.041,0.476,0.208,0.31,0.036,0.483
1991,9,0.243,0.207,0.282,0.204,0.282,0.05,0.435,0.192,0.294,0.044,0.442
1991,10,0.185,0.15,0.22,0.147,0.224,0.054,0.317,0.135,0.235,0.045,0.326
1991,11,0.158,0.128,0.194,0.117,0.198,0.052,0.263,0.108,0.209,0.041,0.275
1991,12,0.128,0.09,0.164,0.087,0.169,0.008,0.248,0.075,0.18,-0.003,0.258
1992,1,0.37,0.329,0.413,0.328,0.411,0.237,0.502,0.315,0.424,0.226,0.511
1992,2,0.316,0.276,0.35,0.279,0.353,0.21,0.422,0.263,0.365,0.197,0.432
1992,3,0.258,0.216,0.293,0.218,0.298,0.14,0.375,0.203,0.31,0.128,0.387
1992,4,0.14,0.096,0.171,0.101,0.18,0.016,0.265,0.087,0.19,0.004,0.273
1992,5,0.178,0.144,0.209,0.136,0.219,0.027,0.328,0.124,0.23,0.018,0.337
1992,6,0.125,0.091,0.162,0.086,0.164,-0.004,0.253,0.075,0.177,-0.012,0.264
1992,7,-0.018,-0.053,0.016,-0.054,0.017,-0.19,0.154,-0.069,0.028,-0.199,0.158
1992,8,0.004,-0.027,0.038,-0.035,0.042,-0.212,0.219,-0.046,0.054,-0.217,0.226
1992,9,-0.062,-0.096,-0.026,-0.098,-0.026,-0.259,0.134,-0.109,-0.013,-0.264,0.141
1992,10,-0.053,-0.091,-0.019,-0.091,-0.015,-0.193,0.087,-0.104,-0.004,-0.202,0.095
1992,11,-0.09,-0.124,-0.054,-0.129,-0.051,-0.195,0.014,-0.141,-0.04,-0.207,0.025
1992,12,0.079,0.041,0.112,0.039,0.118,-0.032,0.19,0.024,0.13,-0.045,0.2
1993,1,0.307,0.269,0.35,0.265,0.348,0.171,0.442,0.252,0.364,0.161,0.453
1993,2,0.253,0.213,0.293,0.213,0.293,0.149,0.357,0.197,0.306,0.135,0.369
1993,3,0.24,0.197,0.273,0.2,0.28,0.125,0.356,0.183,0.293,0.112,0.367
1993,4,0.131,0.088,0.165,0.091,0.171,0.007,0.256,0.075,0.182,-0.006,0.265
1993,5,0.179,0.142,0.215,0.142,0.216,0.03,0.329,0.127,0.229,0.021,0.336
1993,6,0.177,0.138,0.214,0.139,0.215,0.047,0.307,0.123,0.227,0.035,0.315
1993,7,0.133,0.097,0.171,0.096,0.169,-0.044,0.31,0.083,0.182,-0.051,0.316
1993,8,0.094,0.054,0.132,0.055,0.134,-0.124,0.313,0.041,0.147,-0.13,0.32
1993,9,0.062,0.03,0.1,0.025,0.099,-0.132,0.255,0.013,0.113,-0.138,0.262
1993,10,0.099,0.065,0.136,0.062,0.137,-0.041,0.24,0.047,0.15,-0.051,0.248
1993,11,-0.041,-0.073,-0.003,-0.084,0.002,-0.147,0.065,-0.096,0.013,-0.161,0.078
1993,12,0.122,0.083,0.158,0.08,0.164,0.008,0.236,0.065,0.176,-0.005,0.247
1994,1,0.179,0.137,0.221,0.138,0.22,0.049,0.308,0.125,0.236,0.039,0.32
1994,2,-0.052,-0.098,-0.015,-0.093,-0.01,-0.157,0.053,-0.11,0.002,-0.173,0.065
1994,3,0.222,0.181,0.254,0.18,0.264,0.105,0.339,0.163,0.274,0.09,0.349
1994,4,0.209,0.168,0.245,0.169,0.248,0.078,0.34,0.153,0.261,0.066,0.349
1994,5,0.271,0.234,0.305,0.229,0.312,0.126,0.415,0.214,0.324,0.115,0.424
1994,6,0.264,0.231,0.311,0.226,0.302,0.134,0.394,0.211,0.318,0.124,0.404
1994,7,0.168,0.135,0.204,0.13,0.206,-0.004,0.341,0.116,0.22,-0.012,0.349
1994,8,0.181,0.138,0.213,0.145,0.218,-0.039,0.402,0.128,0.233,-0.046,0.408
1994,9,0.186,0.153,0.235,0.15,0.222,0.002,0.369,0.137,0.241,-0.003,0.379
1994,10,0.309,0.27,0.351,0.273,0.345,0.17,0.448,0.256,0.362,0.161,0.458
1994,11,0.308,0.27,0.346,0.271,0.344,0.199,0.417,0.255,0.36,0.186,0.428
1994,12,0.244,0.191,0.288,0.206,0.281,0.126,0.361,0.182,0.296,0.109,0.37
1995,1,0.42,0.38,0.472,0.382,0.458,0.289,0.551,0.365,0.481,0.278,0.564
1995,2,0.597,0.552,0.635,0.56,0.634,0.497,0.697,0.538,0.651,0.481,0.711
1995,3,0.325,0.283,0.363,0.285,0.364,0.207,0.443,0.264,0.377,0.191,0.453
1995,4,0.285,0.242,0.326,0.245,0.325,0.165,0.405,0.228,0.339,0.152,0.417
1995,5,0.216,0.177,0.252,0.18,0.251,0.073,0.358,0.16,0.263,0.061,0.364
1995,6,0.307,0.274,0.353,0.274,0.34,0.173,0.441,0.259,0.36,0.165,0.451
1995,7,0.325,0.285,0.364,0.289,0.361,0.149,0.5,0.272,0.375,0.14,0.506
1995,8,0.355,0.311,0.391,0.323,0.387,0.14,0.57,0.304,0.406,0.135,0.576
1995,9,0.252,0.218,0.293,0.217,0.287,0.062,0.442,0.202,0.305,0.056,0.449
1995,10,0.33,0.292,0.364,0.294,0.366,0.193,0.468,0.275,0.382,0.181,0.476
1995,11,0.319,0.279,0.358,0.287,0.352,0.215,0.424,0.267,0.37,0.202,0.434
1995,12,0.124,0.076,0.161,0.089,0.16,0.011,0.238,0.066,0.177,-0.004,0.249
1996,1,0.109,0.07,0.154,0.076,0.142,-0.024,0.242,0.057,0.164,-0.034,0.252
1996,2,0.321,0.272,0.361,0.288,0.354,0.217,0.425,0.265,0.37,0.202,0.435
1996,3,0.184,0.14,0.22,0.152,0.217,0.061,0.308,0.128,0.231,0.048,0.315
1996,4,0.129,0.083,0.165,0.099,0.16,0.001,0.257,0.076,0.175,-0.01,0.265
1996,5,0.219,0.179,0.253,0.189,0.248,0.069,0.369,0.166,0.263,0.057,0.373
1996,6,0.17,0.136,0.207,0.139,0.201,0.038,0.301,0.12,0.218,0.028,0.308
1996,7,0.22,0.179,0.255,0.189,0.252,0.053,0.388,0.168,0.266,0.042,0.391
1996,8,0.203,0.157,0.239,0.174,0.232,-0.021,0.427,0.153,0.251,-0.027,0.431
1996,9,0.098,0.065,0.138,0.067,0.129,-0.1,0.296,0.051,0.151,-0.105,0.303
1996,10,0.133,0.097,0.167,0.101,0.164,-0.006,0.272,0.082,0.182,-0.017,0.279
1996,11,0.145,0.109,0.181,0.113,0.177,0.038,0.252,0.094,0.196,0.026,0.263
1996,12,0.23,0.186,0.263,0.196,0.265,0.113,0.348,0.172,0.281,0.098,0.357
1997,1,0.208,0.173,0.248,0.173,0.243,0.073,0.342,0.156,0.264,0.064,0.353
1997,2,0.317,0.272,0.36,0.282,0.353,0.213,0.422,0.262,0.369,0.198,0.433
1997,3,0.348,0.306,0.385,0.313,0.383,0.23,0.466,0.291,0.398,0.217,0.475
1997,4,0.271,0.23,0.307,0.235,0.308,0.144,0.399,0.219,0.323,0.134,0.409
1997,5,0.287,0.249,0.318,0.252,0.322,0.14,0.433,0.233,0.333,0.128,0.438
1997,6,0.403,0.371,0.442,0.368,0.438,0.28,0.526,0.354,0.456,0.27,0.537
1997,7,0.366,0.331,0.4,0.33,0.402,0.209,0.523,0.316,0.416,0.2,0.531
1997,8,0.438,0.397,0.474,0.404,0.471,0.221,0.654,0.387,0.488,0.215,0.66
1997,9,0.474,0.444,0.512,0.44,0.508,0.281,0.667,0.427,0.525,0.275,0.673
1997,10,0.554,0.519,0.59,0.521,0.586,0.416,0.691,0.506,0.602,0.408,0.7
1997,11,0.496,0.465,0.529,0.46,0.531,0.388,0.604,0.447,0.546,0.377,0.615
1997,12,0.505,0.465,0.537,0.467,0.544,0.386,0.624,0.449,0.558,0.372,0.635
1998,1,0.485,0.447,0.533,0.447,0.523,0.349,0.621,0.429,0.546,0.338,0.634
1998,2,0.761,0.719,0.804,0.723,0.799,0.654,0.867,0.701,0.816,0.638,0.88
1998,3,0.557,0.51,0.596,0.522,0.591,0.439,0.674,0.499,0.611,0.426,0.687
1998,4,0.638,0.589,0.674,0.601,0.675,0.513,0.763,0.577,0.692,0.499,0.774
1998,5,0.574,0.53,0.608,0.536,0.611,0.44,0.708,0.516,0.626,0.426,0.717
1998,6,0.594,0.554,0.633,0.557,0.631,0.466,0.722,0.538,0.647,0.453,0.732
1998,7,0.672,0.629,0.707,0.636,0.708,0.504,0.84,0.615,0.723,0.493,0.846
1998,8,0.599,0.548,0.639,0.564,0.633,0.39,0.808,0.541,0.651,0.382,0.814
1998,9,0.391,0.349,0.434,0.357,0.425,0.196,0.586,0.338,0.445,0.189,0.593
1998,10,0.401,0.359,0.438,0.367,0.436,0.258,0.545,0.346,0.456,0.248,0.555
1998,11,0.297,0.256,0.334,0.26,0.333,0.186,0.407,0.242,0.351,0.173,0.42
1998,12,0.473,0.421,0.509,0.435,0.512,0.348,0.599,0.409,0.528,0.331,0.608
1999,1,0.347,0.303,0.393,0.31,0.385,0.214,0.48,0.288,0.406,0.201,0.491
1999,2,0.588,0.532,0.623,0.551,0.624,0.484,0.692,0.523,0.64,0.463,0.702
1999,3,0.228,0.177,0.273,0.192,0.263,0.11,0.346,0.164,0.282,0.093,0.356
1999,4,0.325,0.273,0.363,0.291,0.359,0.2,0.451,0.264,0.378,0.185,0.462
1999,5,0.244,0.199,0.279,0.209,0.279,0.109,0.379,0.184,0.294,0.094,0.386
1999,6,0.273,0.233,0.312,0.241,0.304,0.145,0.401,0.22,0.326,0.134,0.412
1999,7,0.288,0.244,0.325,0.255,0.322,0.125,0.452,0.234,0.34,0.115,0.46
1999,8,0.222,0.177,0.262,0.19,0.254,0.005,0.439,0.167,0.274,-0.002,0.445
1999,9,0.297,0.257,0.341,0.263,0.331,0.098,0.496,0.245,0.353,0.092,0.504
1999,10,0.252,0.212,0.292,0.216,0.287,0.117,0.387,0.198,0.307,0.107,0.399
1999,11,0.235,0.199,0.272,0.196,0.274,0.123,0.347,0.179,0.289,0.109,0.359
1999,12,0.382,0.328,0.418,0.344,0.419,0.267,0.497,0.32,0.435,0.25,0.507
2000,1,0.225,0.183,0.268,0.188,0.262,0.094,0.355,0.168,0.284,0.082,0.368
2000,2,0.454,0.406,0.493,0.415,0.492,0.348,0.559,0.391,0.508,0.329,0.571
2000,3,0.381,0.338,0.42,0.345,0.417,0.265,0.497,0.322,0.434,0.25,0.509
2000,4,0.478,0.434,0.521,0.446,0.51,0.345,0.611,0.423,0.531,0.334,0.622
2000,5,0.279,0.232,0.319,0.245,0.312,0.132,0.425,0.223,0.33,0.121,0.433
2000,6,0.274,0.233,0.316,0.241,0.307,0.149,0.399,0.22,0.328,0.137,0.41
2000,7,0.26,0.217,0.301,0.229,0.291,0.09,0.431,0.209,0.312,0.082,0.439
2000,8,0.357,0.315,0.401,0.324,0.389,0.147,0.566,0.304,0.411,0.142,0.574
2000,9,0.305,0.269,0.352,0.273,0.336,0.112,0.497,0.256,0.361,0.107,0.506
2000,10,0.222,0.185,0.264,0.187,0.256,0.08,0.363,0.168,0.278,0.071,0.375
2000,11,0.16,0.121,0.202,0.126,0.193,0.047,0.273,0.109,0.215,0.035,0.285
2000,12,0.155,0.104,0.196,0.119,0.191,0.036,0.273,0.096,0.209,0.022,0.285
2001,1,0.365,0.321,0.422,0.329,0.4,0.222,0.507,0.308,0.426,0.211,0.52
2001,2,0.325,0.28,0.369,0.289,0.361,0.22,0.43,0.266,0.383,0.204,0.445
2001,3,0.512,0.464,0.554,0.478,0.545,0.396,0.627,0.452,0.567,0.381,0.64
2001,4,0.45,0.402,0.495,0.417,0.483,0.322,0.578,0.393,0.506,0.311,0.59
2001,5,0.414,0.371,0.46,0.381,0.447,0.27,0.558,0.358,0.468,0.258,0.567
2001,6,0.428,0.389,0.474,0.396,0.461,0.294,0.563,0.377,0.484,0.283,0.574
2001,7,0.461,0.419,0.502,0.428,0.495,0.284,0.638,0.407,0.515,0.275,0.645
2001,8,0.5,0.454,0.539,0.468,0.533,0.281,0.719,0.446,0.556,0.275,0.726
2001,9,0.421,0.387,0.468,0.389,0.453,0.224,0.617,0.373,0.48,0.22,0.628
2001,10,0.417,0.382,0.46,0.384,0.449,0.272,0.561,0.366,0.474,0.265,0.573
2001,11,0.609,0.574,0.654,0.576,0.643,0.503,0.715,0.558,0.666,0.491,0.73
2001,12,0.373,0.323,0.418,0.337,0.409,0.253,0.492,0.311,0.429,0.237,0.503
2002,1,0.663,0.623,0.715,0.629,0.697,0.517,0.809,0.609,0.725,0.508,0.821
2002,2,0.705,0.662,0.749,0.669,0.741,0.598,0.812,0.646,0.764,0.582,0.827
2002,3,0.7,0.656,0.747,0.666,0.734,0.581,0.819,0.64,0.757,0.567,0.832
2002,4,0.464,0.418,0.508,0.433,0.495,0.331,0.597,0.407,0.52,0.32,0.609
2002,5,0.426,0.383,0.471,0.396,0.457,0.272,0.581,0.371,0.478,0.26,0.588
2002,6,0.477,0.437,0.523,0.447,0.507,0.34,0.614,0.427,0.533,0.33,0.626
2002,7,0.489,0.446,0.529,0.46,0.519,0.313,0.666,0.438,0.541,0.305,0.674
2002,8,0.449,0.407,0.491,0.418,0.479,0.232,0.665,0.395,0.505,0.227,0.674
2002,9,0.42,0.386,0.465,0.391,0.449,0.224,0.616,0.374,0.477,0.22,0.626
2002,10,0.406,0.37,0.452,0.374,0.438,0.271,0.542,0.354,0.463,0.262,0.555
2002,11,0.45,0.415,0.494,0.415,0.485,0.343,0.558,0.398,0.508,0.331,0.572
2002,12,0.325,0.28,0.368,0.29,0.359,0.209,0.441,0.265,0.379,0.193,0.452
2003,1,0.599,0.555,0.649,0.565,0.633,0.463,0.735,0.543,0.661,0.452,0.749
2003,2,0.453,0.406,0.499,0.422,0.484,0.345,0.561,0.396,0.509,0.33,0.574
2003,3,0.46,0.416,0.508,0.43,0.489,0.343,0.576,0.403,0.514,0.329,0.589
2003,4,0.436,0.39,0.479,0.407,0.466,0.304,0.569,0.38,0.489,0.293,0.579
2003,5,0.478,0.433,0.518,0.452,0.505,0.328,0.628,0.427,0.529,0.319,0.637
2003,6,0.459,0.421,0.502,0.433,0.485,0.324,0.594,0.411,0.512,0.315,0.605
2003,7,0.479,0.435,0.517,0.448,0.51,0.298,0.66,0.426,0.531,0.29,0.667
2003,8,0.55,0.51,0.591,0.523,0.578,0.327,0.773,0.5,0.605,0.324,0.783
2003,9,0.538,0.502,0.578,0.507,0.568,0.34,0.735,0.49,0.594,0.335,0.745
2003,10,0.611,0.573,0.652,0.582,0.64,0.471,0.75,0.562,0.666,0.464,0.763
2003,11,0.457,0.423,0.5,0.426,0.488,0.352,0.562,0.409,0.513,0.342,0.577
2003,12,0.592,0.543,0.633,0.561,0.623,0.474,0.71,0.534,0.643,0.46,0.72
2004,1,0.501,0.457,0.549,0.472,0.53,0.367,0.636,0.45,0.559,0.359,0.649
2004,2,0.61,0.565,0.65,0.581,0.64,0.504,0.717,0.555,0.664,0.49,0.73
2004,3,0.527,0.484,0.571,0.499,0.556,0.409,0.646,0.474,0.579,0.397,0.658
2004,4,0.479,0.432,0.517,0.452,0.506,0.349,0.609,0.425,0.529,0.338,0.62
2004,5,0.311,0.265,0.353,0.286,0.336,0.164,0.458,0.262,0.358,0.155,0.465
2004,6,0.327,0.289,0.367,0.301,0.354,0.19,0.465,0.28,0.379,0.182,0.476
2004,7,0.361,0.32,0.394,0.334,0.388,0.182,0.54,0.311,0.408,0.174,0.546
2004,8,0.397,0.355,0.435,0.371,0.422,0.181,0.612,0.347,0.448,0.177,0.62
2004,9,0.44,0.407,0.48,0.415,0.466,0.244,0.637,0.396,0.491,0.24,0.645
2004,10,0.469,0.434,0.507,0.443,0.495,0.323,0.615,0.421,0.519,0.316,0.625
2004,11,0.601,0.564,0.64,0.573,0.629,0.495,0.707,0.553,0.652,0.485,0.719
2004,12,0.357,0.306,0.399,0.328,0.386,0.24,0.475,0.3,0.409,0.226,0.485
2005,1,0.549,0.505,0.598,0.519,0.58,0.419,0.68,0.498,0.606,0.41,0.693
2005,2,0.395,0.344,0.438,0.367,0.423,0.291,0.499,0.339,0.449,0.276,0.512
2005,3,0.56,0.516,0.605,0.528,0.592,0.437,0.683,0.501,0.615,0.423,0.695
2005,4,0.605,0.56,0.645,0.577,0.632,0.469,0.74,0.548,0.655,0.457,0.75
2005,5,0.521,0.478,0.56,0.495,0.546,0.369,0.672,0.468,0.568,0.359,0.679
2005,6,0.55,0.507,0.591,0.522,0.578,0.412,0.687,0.499,0.603,0.402,0.698
2005,7,0.548,0.505,0.583,0.522,0.574,0.366,0.73,0.497,0.596,0.357,0.736
2005,8,0.541,0.496,0.58,0.517,0.565,0.319,0.764,0.49,0.592,0.315,0.771
2005,9,0.565,0.525,0.608,0.539,0.59,0.366,0.764,0.519,0.618,0.362,0.773
2005,10,0.607,0.568,0.648,0.582,0.632,0.462,0.753,0.559,0.659,0.456,0.764
2005,11,0.628,0.59,0.668,0.602,0.655,0.522,0.735,0.58,0.68,0.512,0.747
2005,12,0.472,0.416,0.51,0.446,0.498,0.351,0.592,0.413,0.521,0.336,0.6
2006,1,0.386,0.342,0.433,0.358,0.413,0.242,0.529,0.335,0.444,0.234,0.542
2006,2,0.563,0.513,0.607,0.535,0.591,0.456,0.67,0.507,0.616,0.441,0.682
2006,3,0.46,0.415,0.505,0.434,0.485,0.346,0.574,0.407,0.511,0.334,0.586
2006,4,0.406,0.359,0.448,0.383,0.428,0.271,0.54,0.353,0.453,0.262,0.549
2006,5,0.402,0.359,0.439,0.378,0.425,0.247,0.557,0.353,0.448,0.239,0.564
2006,6,0.522,0.483,0.566,0.499,0.545,0.378,0.666,0.477,0.573,0.371,0.676
2006,7,0.486,0.448,0.521,0.462,0.51,0.31,0.663,0.44,0.532,0.304,0.669
2006,8,0.531,0.481,0.568,0.508,0.553,0.314,0.747,0.478,0.578,0.308,0.753
2006,9,0.499,0.46,0.543,0.475,0.523,0.303,0.695,0.454,0.551,0.299,0.703
2006,10,0.561,0.521,0.602,0.536,0.586,0.426,0.696,0.513,0.614,0.42,0.708
2006,11,0.542,0.501,0.585,0.517,0.566,0.431,0.652,0.493,0.593,0.421,0.665
2006,12,0.698,0.644,0.744,0.672,0.725,0.582,0.815,0.642,0.752,0.57,0.827
2007,1,0.834,0.791,0.881,0.809,0.86,0.7,0.969,0.786,0.889,0.692,0.981
2007,2,0.56,0.515,0.602,0.534,0.586,0.454,0.666,0.509,0.611,0.442,0.678
2007,3,0.524,0.48,0.564,0.499,0.549,0.411,0.637,0.472,0.573,0.399,0.648
2007,4,0.579,0.53,0.614,0.555,0.602,0.451,0.706,0.526,0.624,0.44,0.714
2007,5,0.448,0.405,0.486,0.425,0.47,0.3,0.595,0.402,0.492,0.292,0.602
2007,6,0.417,0.381,0.459,0.395,0.44,0.279,0.555,0.373,0.465,0.272,0.564
2007,7,0.439,0.403,0.474,0.416,0.462,0.263,0.615,0.396,0.485,0.259,0.622
2007,8,0.44,0.395,0.479,0.419,0.461,0.223,0.657,0.391,0.486,0.218,0.663
2007,9,0.456,0.421,0.497,0.433,0.48,0.266,0.647,0.414,0.506,0.262,0.655
2007,10,0.476,0.443,0.516,0.454,0.499,0.333,0.62,0.433,0.526,0.328,0.63
2007,11,0.385,0.352,0.427,0.359,0.411,0.282,0.488,0.338,0.436,0.273,0.501
2007,12,0.347,0.301,0.391,0.322,0.372,0.233,0.461,0.294,0.397,0.221,0.471
2008,1,0.168,0.123,0.213,0.143,0.193,0.031,0.305,0.118,0.221,0.021,0.315
2008,2,0.241,0.192,0.283,0.214,0.268,0.132,0.35,0.185,0.292,0.117,0.36
2008,3,0.548,0.501,0.589,0.523,0.574,0.435,0.662,0.494,0.598,0.422,0.673
2008,4,0.329,0.28,0.367,0.306,0.353,0.206,0.453,0.276,0.375,0.195,0.461
2008,5,0.337,0.296,0.374,0.316,0.358,0.187,0.488,0.29,0.381,0.179,0.494
2008,6,0.364,0.328,0.409,0.343,0.386,0.225,0.504,0.321,0.414,0.218,0.512
2008,7,0.448,0.412,0.486,0.426,0.47,0.271,0.624,0.406,0.495,0.268,0.633
2008,8,0.431,0.378,0.467,0.409,0.454,0.215,0.648,0.382,0.478,0.21,0.654
2008,9,0.407,0.37,0.446,0.384,0.429,0.215,0.598,0.363,0.455,0.211,0.606
2008,10,0.545,0.509,0.586,0.522,0.568,0.41,0.68,0.501,0.594,0.404,0.691
2008,11,0.523,0.488,0.563,0.499,0.547,0.418,0.628,0.478,0.573,0.409,0.64
2008,12,0.386,0.341,0.427,0.361,0.411,0.269,0.503,0.331,0.434,0.256,0.511
2009,1,0.483,0.437,0.528,0.457,0.508,0.344,0.621,0.433,0.536,0.335,0.631
2009,2,0.439,0.39,0.481,0.412,0.466,0.329,0.549,0.385,0.491,0.317,0.561
2009,3,0.405,0.357,0.446,0.38,0.431,0.282,0.529,0.351,0.453,0.269,0.538
2009,4,0.514,0.466,0.553,0.491,0.536,0.384,0.643,0.462,0.559,0.375,0.651
2009,5,0.445,0.401,0.485,0.424,0.466,0.293,0.596,0.398,0.489,0.285,0.602
2009,6,0.552,0.515,0.594,0.53,0.573,0.414,0.69,0.507,0.6,0.406,0.698
2009,7,0.539,0.5,0.575,0.517,0.561,0.357,0.72,0.493,0.583,0.351,0.725
2009,8,0.592,0.54,0.633,0.57,0.613,0.375,0.808,0.542,0.638,0.37,0.813
2009,9,0.565,0.528,0.606,0.544,0.586,0.37,0.759,0.521,0.615,0.367,0.767
2009,10,0.517,0.482,0.562,0.494,0.539,0.382,0.651,0.472,0.567,0.376,0.662
2009,11,0.547,0.511,0.592,0.523,0.572,0.446,0.649,0.5,0.599,0.436,0.662
2009,12,0.476,0.429,0.516,0.449,0.503,0.361,0.592,0.42,0.525,0.347,0.601
2010,1,0.561,0.516,0.61,0.532,0.589,0.421,0.701,0.51,0.617,0.412,0.712
2010,2,0.576,0.527,0.621,0.549,0.603,0.46,0.692,0.521,0.63,0.447,0.704
2010,3,0.675,0.63,0.716,0.65,0.701,0.556,0.794,0.621,0.725,0.544,0.805
2010,4,0.68,0.632,0.72,0.657,0.703,0.545,0.815,0.627,0.728,0.536,0.824
2010,5,0.59,0.546,0.632,0.57,0.61,0.438,0.742,0.543,0.637,0.431,0.749
2010,6,0.586,0.552,0.632,0.566,0.607,0.444,0.729,0.544,0.638,0.437,0.738
2010,7,0.618,0.578,0.655,0.597,0.638,0.44,0.796,0.574,0.663,0.434,0.802
2010,8,0.542,0.489,0.582,0.522,0.562,0.323,0.761,0.492,0.588,0.318,0.766
2010,9,0.439,0.404,0.48,0.419,0.459,0.242,0.636,0.396,0.487,0.238,0.643
2010,10,0.493,0.456,0.537,0.471,0.515,0.354,0.632,0.448,0.543,0.348,0.642
2010,11,0.59,0.548,0.633,0.567,0.614,0.487,0.694,0.541,0.638,0.476,0.703
2010,12,0.34,0.295,0.383,0.316,0.364,0.224,0.456,0.286,0.388,0.21,0.464
2011,1,0.312,0.27,0.357,0.286,0.337,0.176,0.447,0.263,0.366,0.168,0.457
2011,2,0.326,0.283,0.37,0.301,0.352,0.22,0.433,0.275,0.38,0.208,0.446
2011,3,0.423,0.38,0.469,0.394,0.452,0.306,0.539,0.368,0.475,0.293,0.55
2011,4,0.479,0.435,0.518,0.454,0.504,0.354,0.603,0.426,0.526,0.343,0.612
2011,5,0.386,0.343,0.428,0.363,0.408,0.231,0.54,0.339,0.433,0.224,0.547
2011,6,0.488,0.451,0.534,0.465,0.511,0.345,0.63,0.441,0.538,0.336,0.638
2011,7,0.508,0.471,0.547,0.484,0.532,0.325,0.691,0.462,0.557,0.32,0.699
2011,8,0.488,0.435,0.531,0.465,0.51,0.268,0.708,0.438,0.538,0.264,0.715
2011,9,0.452,0.416,0.499,0.429,0.475,0.26,0.643,0.408,0.504,0.257,0.652
2011,10,0.454,0.416,0.496,0.428,0.479,0.325,0.582,0.407,0.507,0.319,0.595
2011,11,0.348,0.311,0.389,0.324,0.372,0.247,0.449,0.302,0.399,0.237,0.461
2011,12,0.4,0.358,0.444,0.374,0.426,0.282,0.518,0.346,0.452,0.27,0.528
2012,1,0.303,0.259,0.351,0.274,0.333,0.166,0.441,0.254,0.361,0.157,0.453
2012,2,0.297,0.253,0.342,0.269,0.325,0.189,0.405,0.245,0.352,0.178,0.419
2012,3,0.36,0.319,0.401,0.329,0.391,0.245,0.475,0.304,0.411,0.231,0.485
2012,4,0.573,0.532,0.612,0.546,0.601,0.442,0.704,0.52,0.622,0.432,0.714
2012,5,0.573,0.529,0.612,0.546,0.599,0.419,0.727,0.523,0.621,0.411,0.734
2012,6,0.558,0.518,0.604,0.532,0.583,0.418,0.698,0.511,0.609,0.41,0.707
2012,7,0.508,0.47,0.544,0.48,0.537,0.329,0.688,0.458,0.556,0.321,0.694
2012,8,0.537,0.486,0.579,0.507,0.567,0.316,0.758,0.482,0.587,0.309,0.763
2012,9,0.552,0.518,0.59,0.522,0.583,0.359,0.746,0.503,0.604,0.353,0.753
2012,10,0.551,0.51,0.587,0.522,0.58,0.414,0.687,0.5,0.604,0.406,0.699
2012,11,0.549,0.509,0.59,0.519,0.579,0.445,0.653,0.498,0.601,0.433,0.665
2012,12,0.272,0.223,0.31,0.242,0.301,0.15,0.393,0.215,0.322,0.137,0.403
2013,1,0.466,0.419,0.511,0.437,0.496,0.329,0.603,0.413,0.522,0.319,0.614
2013,2,0.496,0.443,0.536,0.465,0.526,0.381,0.611,0.436,0.548,0.365,0.621
2013,3,0.419,0.377,0.459,0.385,0.453,0.305,0.533,0.36,0.472,0.289,0.545
2013,4,0.449,0.406,0.486,0.42,0.478,0.318,0.58,0.391,0.498,0.305,0.589
2013,5,0.524,0.482,0.569,0.497,0.552,0.374,0.675,0.474,0.575,0.366,0.684
2013,6,0.496,0.455,0.543,0.469,0.524,0.354,0.638,0.447,0.549,0.346,0.648
2013,7,0.517,0.478,0.553,0.487,0.548,0.341,0.694,0.464,0.568,0.333,0.701
2013,8,0.542,0.491,0.585,0.515,0.569,0.321,0.763,0.488,0.594,0.315,0.769
2013,9,0.545,0.504,0.586,0.516,0.575,0.357,0.734,0.495,0.598,0.351,0.741
2013,10,0.51,0.467,0.549,0.479,0.542,0.384,0.637,0.455,0.564,0.372,0.649
2013,11,0.657,0.616,0.697,0.621,0.693,0.552,0.763,0.602,0.713,0.538,0.777
2013,12,0.53,0.483,0.569,0.495,0.564,0.409,0.65,0.47,0.584,0.395,0.662
2014,1,0.523,0.479,0.567,0.485,0.561,0.379,0.667,0.465,0.583,0.367,0.679
2014,2,0.321,0.269,0.368,0.282,0.359,0.209,0.432,0.259,0.38,0.193,0.447
2014,3,0.582,0.542,0.624,0.55,0.613,0.455,0.708,0.524,0.635,0.441,0.719
2014,4,0.665,0.621,0.703,0.632,0.697,0.534,0.795,0.607,0.718,0.522,0.807
2014,5,0.605,0.565,0.647,0.578,0.631,0.455,0.754,0.555,0.653,0.446,0.762
2014,6,0.623,0.583,0.666,0.595,0.651,0.485,0.761,0.573,0.674,0.476,0.771
2014,7,0.544,0.501,0.579,0.515,0.572,0.361,0.726,0.491,0.592,0.353,0.733
2014,8,0.675,0.621,0.714,0.648,0.702,0.46,0.89,0.621,0.725,0.454,0.896
