year,month,median_difference,lower_95a,upper_95a,lower_95b,upper_95b,lower_95c,upper_95c,lower_95d,upper_95d,lower_95e,upper_95e
1908,9,-0.458,-0.532,-0.394,-0.544,-0.371,-0.685,-0.231,-0.567,-0.352,-0.71,-0.208
1908,10,-0.58,-0.645,-0.52,-0.664,-0.496,-0.771,-0.389,-0.686,-0.475,-0.798,-0.362
1908,11,-0.598,-0.667,-0.544,-0.683,-0.512,-0.757,-0.439,-0.708,-0.496,-0.793,-0.41
1908,12,-0.568,-0.639,-0.509,-0.65,-0.487,-0.732,-0.405,-0.671,-0.463,-0.761,-0.372
1909,1,-0.575,-0.642,-0.509,-0.66,-0.489,-0.804,-0.346,-0.681,-0.465,-0.826,-0.32
1909,2,-0.534,-0.615,-0.477,-0.616,-0.453,-0.732,-0.337,-0.649,-0.433,-0.765,-0.314
1909,3,-0.685,-0.755,-0.61,-0.767,-0.603,-0.871,-0.499,-0.792,-0.575,-0.899,-0.468
1909,4,-0.603,-0.662,-0.54,-0.682,-0.524,-0.778,-0.428,-0.704,-0.498,-0.805,-0.398
1909,5,-0.585,-0.672,-0.527,-0.665,-0.506,-0.769,-0.401,-0.698,-0.484,-0.802,-0.377
1909,6,-0.514,-0.595,-0.455,-0.593,-0.435,-0.658,-0.37,-0.623,-0.414,-0.695,-0.339
1909,7,-0.578,-0.654,-0.515,-0.654,-0.502,-0.774,-0.383,-0.681,-0.476,-0.799,-0.358
1909,8,-0.318,-0.375,-0.26,-0.392,-0.244,-0.561,-0.075,-0.414,-0.225,-0.58,-0.058
1909,9,-0.4,-0.467,-0.346,-0.476,-0.324,-0.628,-0.172,-0.5,-0.303,-0.649,-0.153
1909,10,-0.478,-0.548,-0.423,-0.553,-0.403,-0.676,-0.279,-0.576,-0.382,-0.699,-0.257
1909,11,-0.425,-0.507,-0.367,-0.499,-0.351,-0.573,-0.277,-0.529,-0.332,-0.607,-0.252
1909,12,-0.589,-0.66,-0.526,-0.666,-0.512,-0.758,-0.42,-0.69,-0.488,-0.785,-0.391
1910,1,-0.351,-0.422,-0.289,-0.427,-0.275,-0.582,-0.119,-0.455,-0.25,-0.605,-0.098
1910,2,-0.513,-0.59,-0.45,-0.59,-0.437,-0.71,-0.317,-0.623,-0.409,-0.738,-0.29
1910,3,-0.484,-0.557,-0.412,-0.56,-0.407,-0.678,-0.289,-0.589,-0.381,-0.705,-0.263
1910,4,-0.45,-0.514,-0.381,-0.523,-0.378,-0.631,-0.27,-0.549,-0.349,-0.657,-0.243
1910,5,-0.47,-0.559,-0.416,-0.542,-0.399,-0.653,-0.288,-0.577,-0.373,-0.681,-0.264
1910,6,-0.484,-0.568,-0.423,-0.56,-0.408,-0.625,-0.342,-0.588,-0.387,-0.659,-0.312
1910,7,-0.467,-0.532,-0.4,-0.541,-0.392,-0.661,-0.273,-0.567,-0.36,-0.684,-0.244
1910,8,-0.438,-0.516,-0.382,-0.511,-0.366,-0.687,-0.19,-0.539,-0.347,-0.708,-0.176
1910,9,-0.439,-0.511,-0.38,-0.509,-0.369,-0.663,-0.215,-0.535,-0.346,-0.683,-0.197
1910,10,-0.479,-0.547,-0.42,-0.552,-0.407,-0.673,-0.286,-0.578,-0.387,-0.697,-0.265
1910,11,-0.652,-0.725,-0.594,-0.727,-0.577,-0.804,-0.5,-0.755,-0.553,-0.836,-0.472
1910,12,-0.666,-0.743,-0.603,-0.742,-0.589,-0.835,-0.496,-0.766,-0.563,-0.862,-0.467
1911,1,-0.55,-0.617,-0.49,-0.619,-0.481,-0.773,-0.327,-0.646,-0.453,-0.792,-0.306
1911,2,-0.758,-0.836,-0.693,-0.828,-0.688,-0.945,-0.571,-0.862,-0.66,-0.972,-0.547
1911,3,-0.694,-0.762,-0.612,-0.766,-0.623,-0.877,-0.512,-0.794,-0.594,-0.902,-0.487
1911,4,-0.715,-0.773,-0.651,-0.788,-0.642,-0.888,-0.541,-0.81,-0.613,-0.912,-0.512
1911,5,-0.6,-0.687,-0.548,-0.669,-0.531,-0.779,-0.422,-0.702,-0.508,-0.805,-0.4
1911,6,-0.569,-0.653,-0.505,-0.637,-0.5,-0.719,-0.418,-0.667,-0.473,-0.747,-0.39
1911,7,-0.516,-0.582,-0.449,-0.587,-0.445,-0.712,-0.32,-0.613,-0.412,-0.734,-0.294
1911,8,-0.5,-0.56,-0.448,-0.568,-0.432,-0.742,-0.258,-0.593,-0.413,-0.761,-0.244
1911,9,-0.51,-0.586,-0.443,-0.581,-0.439,-0.742,-0.278,-0.608,-0.414,-0.762,-0.259
1911,10,-0.464,-0.53,-0.401,-0.537,-0.39,-0.663,-0.264,-0.561,-0.366,-0.685,-0.241
1911,11,-0.373,-0.444,-0.312,-0.446,-0.301,-0.532,-0.215,-0.472,-0.277,-0.56,-0.188
1911,12,-0.292,-0.372,-0.229,-0.365,-0.218,-0.452,-0.131,-0.391,-0.193,-0.48,-0.102
1912,1,-0.361,-0.435,-0.296,-0.433,-0.289,-0.574,-0.147,-0.462,-0.263,-0.596,-0.126
1912,2,-0.292,-0.369,-0.222,-0.365,-0.219,-0.477,-0.108,-0.397,-0.191,-0.505,-0.081
1912,3,-0.381,-0.451,-0.305,-0.456,-0.306,-0.563,-0.2,-0.485,-0.279,-0.591,-0.173
1912,4,-0.338,-0.399,-0.271,-0.41,-0.266,-0.519,-0.156,-0.435,-0.237,-0.543,-0.13
1912,5,-0.375,-0.466,-0.313,-0.448,-0.302,-0.551,-0.199,-0.482,-0.28,-0.581,-0.176
1912,6,-0.314,-0.396,-0.248,-0.386,-0.243,-0.461,-0.167,-0.415,-0.217,-0.491,-0.137
1912,7,-0.456,-0.521,-0.392,-0.525,-0.387,-0.638,-0.273,-0.552,-0.358,-0.662,-0.249
1912,8,-0.561,-0.614,-0.498,-0.631,-0.491,-0.804,-0.318,-0.652,-0.467,-0.82,-0.299
1912,9,-0.558,-0.63,-0.502,-0.631,-0.486,-0.777,-0.339,-0.656,-0.462,-0.798,-0.32
1912,10,-0.639,-0.71,-0.575,-0.711,-0.567,-0.838,-0.441,-0.737,-0.544,-0.861,-0.419
1912,11,-0.516,-0.581,-0.457,-0.591,-0.441,-0.682,-0.349,-0.617,-0.417,-0.712,-0.323
1912,12,-0.482,-0.559,-0.421,-0.555,-0.409,-0.647,-0.317,-0.576,-0.382,-0.67,-0.287
1913,1,-0.454,-0.525,-0.391,-0.525,-0.383,-0.674,-0.235,-0.552,-0.356,-0.693,-0.213
1913,2,-0.505,-0.576,-0.443,-0.577,-0.433,-0.688,-0.322,-0.608,-0.407,-0.715,-0.297
1913,3,-0.537,-0.606,-0.459,-0.609,-0.465,-0.72,-0.354,-0.638,-0.437,-0.747,-0.329
1913,4,-0.432,-0.488,-0.364,-0.509,-0.355,-0.61,-0.254,-0.531,-0.324,-0.634,-0.223
1913,5,-0.51,-0.598,-0.446,-0.586,-0.434,-0.684,-0.337,-0.618,-0.412,-0.714,-0.312
1913,6,-0.507,-0.585,-0.441,-0.582,-0.431,-0.65,-0.364,-0.608,-0.406,-0.68,-0.331
1913,7,-0.436,-0.502,-0.372,-0.509,-0.362,-0.634,-0.237,-0.535,-0.335,-0.658,-0.213
1913,8,-0.393,-0.45,-0.341,-0.464,-0.321,-0.637,-0.149,-0.486,-0.301,-0.654,-0.131
1913,9,-0.425,-0.496,-0.372,-0.501,-0.349,-0.643,-0.207,-0.525,-0.328,-0.666,-0.188
1913,10,-0.427,-0.491,-0.363,-0.503,-0.351,-0.611,-0.242,-0.528,-0.33,-0.638,-0.219
1913,11,-0.267,-0.336,-0.214,-0.343,-0.19,-0.424,-0.109,-0.37,-0.168,-0.456,-0.081
1913,12,-0.234,-0.309,-0.167,-0.307,-0.161,-0.395,-0.073,-0.329,-0.13,-0.419,-0.04
1914,1,-0.082,-0.157,-0.022,-0.158,-0.006,-0.302,0.138,-0.183,0.02,-0.323,0.162
1914,2,-0.216,-0.295,-0.154,-0.292,-0.141,-0.401,-0.031,-0.323,-0.118,-0.43,-0.007
1914,3,-0.329,-0.396,-0.252,-0.406,-0.251,-0.516,-0.141,-0.434,-0.224,-0.544,-0.114
1914,4,-0.387,-0.45,-0.323,-0.467,-0.307,-0.56,-0.214,-0.488,-0.281,-0.586,-0.184
1914,5,-0.28,-0.373,-0.213,-0.364,-0.196,-0.452,-0.108,-0.395,-0.176,-0.487,-0.08
1914,6,-0.286,-0.369,-0.22,-0.366,-0.207,-0.426,-0.146,-0.393,-0.184,-0.462,-0.113
1914,7,-0.335,-0.405,-0.271,-0.42,-0.249,-0.527,-0.143,-0.444,-0.225,-0.556,-0.114
1914,8,-0.216,-0.273,-0.166,-0.302,-0.131,-0.46,0.028,-0.322,-0.115,-0.483,0.047
1914,9,-0.261,-0.336,-0.194,-0.372,-0.151,-0.496,-0.026,-0.393,-0.133,-0.531,0.006
1914,10,-0.151,-0.223,-0.086,-0.258,-0.045,-0.345,0.042,-0.279,-0.024,-0.383,0.08
1914,11,-0.178,-0.249,-0.117,-0.279,-0.076,-0.345,-0.01,-0.304,-0.056,-0.388,0.029
1914,12,-0.246,-0.33,-0.179,-0.347,-0.144,-0.4,-0.091,-0.369,-0.122,-0.443,-0.047
1915,1,-0.116,-0.191,-0.053,-0.22,-0.012,-0.337,0.105,-0.243,0.01,-0.37,0.139
1915,2,-0.054,-0.133,0.005,-0.157,0.05,-0.239,0.132,-0.185,0.071,-0.281,0.17
1915,3,-0.193,-0.274,-0.118,-0.296,-0.089,-0.383,-0.002,-0.323,-0.069,-0.424,0.034
1915,4,-0.049,-0.11,0.012,-0.154,0.055,-0.23,0.132,-0.172,0.079,-0.268,0.173
1915,5,-0.208,-0.308,-0.145,-0.312,-0.103,-0.393,-0.022,-0.341,-0.085,-0.437,0.013
1915,6,-0.222,-0.309,-0.15,-0.327,-0.116,-0.379,-0.064,-0.353,-0.096,-0.428,-0.021
1915,7,-0.112,-0.182,-0.031,-0.224,0,-0.325,0.101,-0.245,0.023,-0.363,0.141
1915,8,-0.07,-0.145,-0.005,-0.167,0.026,-0.32,0.179,-0.19,0.047,-0.347,0.205
1915,9,-0.134,-0.212,-0.069,-0.242,-0.027,-0.355,0.086,-0.266,-0.01,-0.392,0.117
1915,10,-0.258,-0.33,-0.185,-0.358,-0.159,-0.462,-0.055,-0.378,-0.134,-0.493,-0.019
1915,11,-0.134,-0.2,-0.068,-0.232,-0.037,-0.303,0.034,-0.255,-0.014,-0.342,0.072
1915,12,-0.248,-0.323,-0.184,-0.344,-0.152,-0.429,-0.068,-0.361,-0.127,-0.459,-0.028
1916,1,-0.233,-0.309,-0.163,-0.329,-0.138,-0.474,0.007,-0.349,-0.111,-0.498,0.039
1916,2,-0.176,-0.258,-0.111,-0.266,-0.086,-0.367,0.015,-0.298,-0.062,-0.404,0.046
1916,3,-0.401,-0.473,-0.327,-0.492,-0.311,-0.595,-0.208,-0.518,-0.281,-0.626,-0.173
1916,4,-0.336,-0.402,-0.252,-0.428,-0.244,-0.524,-0.148,-0.45,-0.214,-0.555,-0.111
1916,5,-0.355,-0.448,-0.286,-0.447,-0.263,-0.548,-0.162,-0.477,-0.241,-0.584,-0.132
1916,6,-0.476,-0.562,-0.398,-0.561,-0.391,-0.64,-0.312,-0.591,-0.359,-0.676,-0.274
1916,7,-0.381,-0.457,-0.298,-0.476,-0.286,-0.587,-0.176,-0.502,-0.254,-0.619,-0.139
1916,8,-0.344,-0.412,-0.278,-0.429,-0.258,-0.585,-0.103,-0.454,-0.234,-0.609,-0.079
1916,9,-0.336,-0.413,-0.272,-0.428,-0.244,-0.549,-0.123,-0.45,-0.22,-0.577,-0.094
1916,10,-0.398,-0.472,-0.327,-0.488,-0.308,-0.593,-0.203,-0.514,-0.286,-0.626,-0.174
1916,11,-0.57,-0.637,-0.509,-0.664,-0.477,-0.727,-0.414,-0.688,-0.452,-0.766,-0.374
1916,12,-0.62,-0.698,-0.557,-0.71,-0.531,-0.813,-0.428,-0.732,-0.503,-0.841,-0.392
1917,1,-0.68,-0.758,-0.608,-0.778,-0.582,-0.904,-0.457,-0.8,-0.556,-0.933,-0.423
1917,2,-0.756,-0.839,-0.673,-0.85,-0.662,-0.962,-0.55,-0.877,-0.632,-0.994,-0.514
1917,3,-0.829,-0.907,-0.746,-0.925,-0.734,-1.022,-0.637,-0.95,-0.706,-1.056,-0.6
1917,4,-0.475,-0.538,-0.413,-0.576,-0.374,-0.658,-0.292,-0.597,-0.349,-0.695,-0.252
1917,5,-0.654,-0.755,-0.586,-0.755,-0.553,-0.844,-0.463,-0.786,-0.53,-0.886,-0.428
1917,6,-0.347,-0.436,-0.274,-0.444,-0.25,-0.506,-0.188,-0.472,-0.226,-0.55,-0.147
1917,7,-0.119,-0.203,-0.043,-0.216,-0.022,-0.33,0.092,-0.246,0.01,-0.365,0.128
1917,8,-0.216,-0.278,-0.145,-0.314,-0.119,-0.478,0.045,-0.337,-0.097,-0.505,0.07
1917,9,-0.123,-0.201,-0.055,-0.224,-0.023,-0.349,0.103,-0.247,-0.001,-0.381,0.133
1917,10,-0.385,-0.459,-0.315,-0.48,-0.289,-0.58,-0.189,-0.505,-0.265,-0.614,-0.155
1917,11,-0.389,-0.459,-0.321,-0.486,-0.292,-0.546,-0.232,-0.509,-0.259,-0.586,-0.184
1917,12,-0.622,-0.708,-0.555,-0.727,-0.517,-0.795,-0.45,-0.751,-0.493,-0.836,-0.405
1918,1,-0.501,-0.593,-0.428,-0.602,-0.4,-0.74,-0.262,-0.626,-0.374,-0.769,-0.229
1918,2,-0.512,-0.601,-0.435,-0.617,-0.406,-0.692,-0.332,-0.647,-0.382,-0.737,-0.29
1918,3,-0.44,-0.516,-0.356,-0.541,-0.34,-0.649,-0.232,-0.569,-0.311,-0.686,-0.196
1918,4,-0.488,-0.55,-0.411,-0.597,-0.378,-0.689,-0.287,-0.618,-0.35,-0.726,-0.243
1918,5,-0.427,-0.532,-0.355,-0.541,-0.313,-0.622,-0.231,-0.571,-0.29,-0.67,-0.19
1918,6,-0.332,-0.418,-0.25,-0.444,-0.22,-0.508,-0.155,-0.47,-0.193,-0.556,-0.107
1918,7,-0.338,-0.425,-0.258,-0.443,-0.232,-0.554,-0.121,-0.471,-0.201,-0.592,-0.082
1918,8,-0.359,-0.419,-0.287,-0.452,-0.266,-0.62,-0.098,-0.474,-0.242,-0.644,-0.073
1918,9,-0.239,-0.327,-0.168,-0.341,-0.136,-0.473,-0.004,-0.371,-0.116,-0.511,0.023
1918,10,-0.095,-0.177,-0.028,-0.197,0.007,-0.316,0.125,-0.223,0.033,-0.349,0.16
1918,11,-0.038,-0.113,0.038,-0.145,0.069,-0.213,0.137,-0.172,0.1,-0.26,0.185
1918,12,-0.223,-0.313,-0.147,-0.337,-0.109,-0.422,-0.024,-0.359,-0.082,-0.463,0.022
1919,1,-0.095,-0.185,-0.021,-0.205,0.016,-0.347,0.158,-0.229,0.044,-0.378,0.196
1919,2,-0.08,-0.17,0.01,-0.187,0.028,-0.278,0.119,-0.216,0.057,-0.319,0.162
1919,3,-0.303,-0.388,-0.228,-0.404,-0.202,-0.513,-0.093,-0.436,-0.176,-0.553,-0.059
1919,4,-0.076,-0.145,0.004,-0.181,0.028,-0.278,0.126,-0.205,0.057,-0.316,0.166
1919,5,-0.263,-0.35,-0.192,-0.356,-0.17,-0.443,-0.083,-0.386,-0.145,-0.481,-0.047
1919,6,-0.25,-0.335,-0.18,-0.351,-0.148,-0.406,-0.093,-0.378,-0.126,-0.453,-0.051
1919,7,-0.363,-0.437,-0.274,-0.458,-0.268,-0.571,-0.155,-0.483,-0.235,-0.602,-0.119
1919,8,-0.328,-0.396,-0.266,-0.424,-0.233,-0.581,-0.076,-0.45,-0.215,-0.611,-0.053
1919,9,-0.23,-0.308,-0.145,-0.327,-0.132,-0.449,-0.011,-0.355,-0.107,-0.483,0.02
1919,10,-0.303,-0.388,-0.232,-0.394,-0.212,-0.503,-0.102,-0.423,-0.185,-0.537,-0.07
1919,11,-0.535,-0.605,-0.47,-0.625,-0.445,-0.696,-0.374,-0.651,-0.419,-0.734,-0.336
1919,12,-0.457,-0.532,-0.391,-0.552,-0.361,-0.639,-0.274,-0.572,-0.338,-0.672,-0.237
1920,1,-0.236,-0.318,-0.163,-0.331,-0.142,-0.469,-0.003,-0.357,-0.112,-0.497,0.029
1920,2,-0.419,-0.509,-0.352,-0.514,-0.323,-0.604,-0.233,-0.549,-0.302,-0.647,-0.201
1920,3,-0.111,-0.186,-0.021,-0.21,-0.012,-0.302,0.081,-0.234,0.018,-0.338,0.12
1920,4,-0.256,-0.323,-0.159,-0.356,-0.156,-0.454,-0.058,-0.379,-0.125,-0.49,-0.019
1920,5,-0.189,-0.278,-0.116,-0.279,-0.1,-0.368,-0.011,-0.312,-0.079,-0.407,0.019
1920,6,-0.211,-0.297,-0.128,-0.312,-0.109,-0.376,-0.046,-0.337,-0.08,-0.418,0
1920,7,-0.287,-0.368,-0.204,-0.386,-0.188,-0.494,-0.079,-0.412,-0.159,-0.529,-0.043
1920,8,-0.227,-0.289,-0.156,-0.316,-0.137,-0.468,0.015,-0.339,-0.112,-0.493,0.041
1920,9,-0.13,-0.215,-0.056,-0.223,-0.036,-0.351,0.091,-0.253,-0.016,-0.385,0.115
1920,10,-0.225,-0.31,-0.144,-0.313,-0.138,-0.428,-0.023,-0.341,-0.111,-0.458,0.006
1920,11,-0.282,-0.348,-0.22,-0.375,-0.188,-0.44,-0.124,-0.398,-0.163,-0.478,-0.083
1920,12,-0.341,-0.419,-0.273,-0.43,-0.252,-0.52,-0.163,-0.454,-0.224,-0.55,-0.126
1921,1,-0.136,-0.216,-0.062,-0.228,-0.044,-0.358,0.086,-0.253,-0.012,-0.385,0.12
1921,2,-0.18,-0.26,-0.111,-0.267,-0.093,-0.367,0.007,-0.299,-0.067,-0.402,0.039
1921,3,-0.249,-0.325,-0.158,-0.335,-0.163,-0.44,-0.058,-0.363,-0.13,-0.471,-0.024
1921,4,-0.223,-0.284,-0.138,-0.305,-0.141,-0.396,-0.049,-0.329,-0.109,-0.425,-0.014
1921,5,-0.202,-0.289,-0.132,-0.285,-0.119,-0.378,-0.026,-0.32,-0.097,-0.415,0.002
1921,6,-0.12,-0.212,-0.054,-0.205,-0.035,-0.277,0.037,-0.236,-0.012,-0.316,0.07
1921,7,-0.14,-0.223,-0.069,-0.225,-0.056,-0.335,0.055,-0.255,-0.027,-0.367,0.084
1921,8,-0.28,-0.339,-0.201,-0.357,-0.202,-0.526,-0.033,-0.379,-0.174,-0.544,-0.011
1921,9,-0.163,-0.237,-0.095,-0.249,-0.077,-0.378,0.051,-0.275,-0.055,-0.406,0.076
1921,10,-0.14,-0.223,-0.076,-0.224,-0.056,-0.319,0.039,-0.252,-0.034,-0.352,0.068
1921,11,-0.3,-0.371,-0.232,-0.382,-0.217,-0.454,-0.145,-0.411,-0.19,-0.49,-0.109
1921,12,-0.146,-0.228,-0.077,-0.231,-0.06,-0.316,0.024,-0.259,-0.033,-0.349,0.059
1922,1,-0.396,-0.478,-0.325,-0.48,-0.313,-0.603,-0.19,-0.507,-0.284,-0.629,-0.16
1922,2,-0.276,-0.358,-0.206,-0.36,-0.192,-0.453,-0.099,-0.393,-0.167,-0.489,-0.069
1922,3,-0.268,-0.35,-0.163,-0.344,-0.192,-0.453,-0.083,-0.374,-0.153,-0.481,-0.051
1922,4,-0.234,-0.297,-0.133,-0.318,-0.151,-0.408,-0.061,-0.341,-0.116,-0.436,-0.023
1922,5,-0.377,-0.459,-0.305,-0.465,-0.29,-0.557,-0.198,-0.495,-0.268,-0.592,-0.168
1922,6,-0.324,-0.403,-0.257,-0.408,-0.24,-0.479,-0.169,-0.435,-0.215,-0.514,-0.135
1922,7,-0.226,-0.304,-0.151,-0.303,-0.148,-0.423,-0.028,-0.331,-0.118,-0.45,-0.001
1922,8,-0.347,-0.397,-0.275,-0.424,-0.27,-0.588,-0.106,-0.444,-0.241,-0.605,-0.082
1922,9,-0.28,-0.352,-0.208,-0.358,-0.203,-0.483,-0.077,-0.384,-0.18,-0.509,-0.055
1922,10,-0.324,-0.401,-0.249,-0.406,-0.243,-0.505,-0.144,-0.433,-0.213,-0.535,-0.113
1922,11,-0.287,-0.359,-0.221,-0.361,-0.212,-0.437,-0.136,-0.392,-0.185,-0.47,-0.105
1922,12,-0.301,-0.387,-0.237,-0.379,-0.224,-0.471,-0.132,-0.41,-0.197,-0.502,-0.102
1923,1,-0.228,-0.306,-0.152,-0.302,-0.154,-0.425,-0.031,-0.332,-0.119,-0.449,-0.001
1923,2,-0.409,-0.495,-0.346,-0.484,-0.335,-0.59,-0.229,-0.522,-0.309,-0.623,-0.204
1923,3,-0.405,-0.489,-0.302,-0.477,-0.334,-0.581,-0.229,-0.51,-0.292,-0.61,-0.197
1923,4,-0.356,-0.429,-0.267,-0.433,-0.28,-0.527,-0.185,-0.461,-0.244,-0.556,-0.151
1923,5,-0.318,-0.404,-0.246,-0.393,-0.243,-0.493,-0.143,-0.426,-0.217,-0.523,-0.116
1923,6,-0.242,-0.331,-0.177,-0.316,-0.167,-0.387,-0.096,-0.352,-0.145,-0.426,-0.069
1923,7,-0.351,-0.436,-0.282,-0.427,-0.274,-0.538,-0.164,-0.46,-0.247,-0.569,-0.138
1923,8,-0.378,-0.437,-0.301,-0.454,-0.301,-0.622,-0.134,-0.479,-0.274,-0.642,-0.112
1923,9,-0.322,-0.39,-0.253,-0.399,-0.246,-0.53,-0.114,-0.426,-0.222,-0.555,-0.093
1923,10,-0.267,-0.35,-0.195,-0.34,-0.194,-0.447,-0.087,-0.37,-0.161,-0.474,-0.057
1923,11,-0.018,-0.092,0.045,-0.094,0.057,-0.159,0.122,-0.125,0.087,-0.195,0.158
1923,12,-0.006,-0.086,0.063,-0.085,0.073,-0.164,0.152,-0.116,0.1,-0.197,0.185
1924,1,-0.313,-0.392,-0.239,-0.394,-0.231,-0.515,-0.111,-0.422,-0.198,-0.54,-0.079
1924,2,-0.2,-0.274,-0.134,-0.273,-0.128,-0.377,-0.024,-0.308,-0.098,-0.407,0.004
1924,3,-0.269,-0.351,-0.173,-0.347,-0.192,-0.453,-0.086,-0.379,-0.158,-0.483,-0.055
1924,4,-0.281,-0.347,-0.193,-0.36,-0.201,-0.452,-0.11,-0.385,-0.165,-0.48,-0.073
1924,5,-0.24,-0.327,-0.173,-0.315,-0.165,-0.423,-0.058,-0.349,-0.141,-0.452,-0.032
1924,6,-0.216,-0.302,-0.145,-0.289,-0.142,-0.364,-0.067,-0.323,-0.116,-0.399,-0.038
1924,7,-0.263,-0.351,-0.191,-0.34,-0.186,-0.462,-0.065,-0.374,-0.156,-0.492,-0.039
1924,8,-0.277,-0.337,-0.206,-0.354,-0.201,-0.518,-0.037,-0.379,-0.173,-0.539,-0.015
1924,9,-0.28,-0.347,-0.196,-0.357,-0.203,-0.497,-0.063,-0.385,-0.172,-0.52,-0.037
1924,10,-0.31,-0.396,-0.238,-0.392,-0.228,-0.499,-0.122,-0.421,-0.202,-0.529,-0.093
1924,11,-0.359,-0.435,-0.286,-0.434,-0.284,-0.504,-0.214,-0.468,-0.255,-0.541,-0.181
1924,12,-0.524,-0.61,-0.464,-0.599,-0.45,-0.696,-0.353,-0.633,-0.423,-0.726,-0.324
1925,1,-0.399,-0.477,-0.32,-0.475,-0.322,-0.605,-0.192,-0.509,-0.291,-0.632,-0.166
1925,2,-0.302,-0.386,-0.228,-0.375,-0.229,-0.479,-0.125,-0.411,-0.197,-0.509,-0.096
1925,3,-0.222,-0.305,-0.116,-0.299,-0.145,-0.403,-0.04,-0.331,-0.107,-0.433,-0.008
1925,4,-0.275,-0.35,-0.189,-0.35,-0.199,-0.445,-0.105,-0.377,-0.162,-0.471,-0.069
1925,5,-0.257,-0.345,-0.193,-0.331,-0.183,-0.438,-0.076,-0.369,-0.157,-0.47,-0.051
1925,6,-0.257,-0.348,-0.191,-0.335,-0.178,-0.404,-0.11,-0.37,-0.155,-0.443,-0.079
1925,7,-0.218,-0.304,-0.146,-0.29,-0.146,-0.412,-0.024,-0.323,-0.114,-0.439,0.001
1925,8,-0.128,-0.186,-0.04,-0.203,-0.054,-0.374,0.117,-0.225,-0.018,-0.391,0.142
1925,9,-0.188,-0.265,-0.105,-0.268,-0.108,-0.406,0.03,-0.296,-0.079,-0.431,0.056
1925,10,-0.305,-0.385,-0.224,-0.382,-0.228,-0.479,-0.13,-0.411,-0.2,-0.51,-0.102
1925,11,-0.054,-0.138,0.012,-0.129,0.02,-0.199,0.09,-0.165,0.047,-0.238,0.121
1925,12,0.006,-0.07,0.074,-0.075,0.086,-0.157,0.168,-0.104,0.116,-0.189,0.204
1926,1,0.089,0.01,0.158,0.01,0.168,-0.114,0.291,-0.023,0.198,-0.142,0.319
1926,2,-0.042,-0.116,0.032,-0.115,0.032,-0.216,0.133,-0.149,0.064,-0.246,0.163
1926,3,-0.023,-0.113,0.081,-0.097,0.052,-0.2,0.154,-0.135,0.091,-0.233,0.185
1926,4,-0.173,-0.237,-0.08,-0.25,-0.095,-0.344,-0.001,-0.279,-0.058,-0.373,0.034
1926,5,-0.214,-0.296,-0.138,-0.289,-0.139,-0.394,-0.035,-0.322,-0.111,-0.423,-0.007
1926,6,-0.088,-0.18,-0.017,-0.164,-0.012,-0.237,0.061,-0.199,0.013,-0.274,0.091
1926,7,-0.235,-0.319,-0.163,-0.311,-0.159,-0.432,-0.037,-0.341,-0.126,-0.458,-0.009
1926,8,-0.085,-0.148,-0.01,-0.156,-0.014,-0.328,0.158,-0.182,0.018,-0.345,0.181
1926,9,-0.102,-0.17,-0.029,-0.173,-0.03,-0.317,0.114,-0.203,0,-0.34,0.137
1926,10,-0.084,-0.164,-0.008,-0.159,-0.008,-0.256,0.089,-0.187,0.024,-0.284,0.12
1926,11,-0.109,-0.193,-0.045,-0.182,-0.037,-0.252,0.033,-0.217,-0.008,-0.288,0.067
1926,12,-0.232,-0.321,-0.174,-0.308,-0.157,-0.389,-0.076,-0.344,-0.132,-0.424,-0.046
1927,1,-0.254,-0.327,-0.179,-0.328,-0.181,-0.462,-0.047,-0.356,-0.142,-0.483,-0.016
1927,2,-0.144,-0.217,-0.075,-0.213,-0.074,-0.319,0.031,-0.25,-0.042,-0.348,0.06
1927,3,-0.324,-0.415,-0.226,-0.396,-0.253,-0.502,-0.146,-0.432,-0.212,-0.532,-0.115
1927,4,-0.256,-0.322,-0.183,-0.325,-0.186,-0.426,-0.085,-0.355,-0.15,-0.451,-0.053
1927,5,-0.256,-0.34,-0.19,-0.326,-0.186,-0.43,-0.081,-0.36,-0.159,-0.458,-0.055
1927,6,-0.236,-0.322,-0.17,-0.306,-0.167,-0.383,-0.09,-0.342,-0.138,-0.417,-0.06
1927,7,-0.144,-0.233,-0.073,-0.214,-0.075,-0.339,0.051,-0.248,-0.041,-0.366,0.076
1927,8,-0.142,-0.201,-0.072,-0.213,-0.072,-0.378,0.093,-0.237,-0.041,-0.395,0.115
1927,9,-0.132,-0.196,-0.061,-0.202,-0.061,-0.346,0.082,-0.234,-0.032,-0.369,0.104
1927,10,-0.04,-0.122,0.034,-0.109,0.029,-0.211,0.132,-0.14,0.06,-0.238,0.159
1927,11,-0.173,-0.25,-0.095,-0.242,-0.103,-0.315,-0.03,-0.279,-0.069,-0.351,0.004
1927,12,-0.425,-0.522,-0.357,-0.498,-0.351,-0.584,-0.265,-0.537,-0.322,-0.618,-0.234
1928,1,-0.05,-0.126,0.025,-0.125,0.025,-0.249,0.148,-0.156,0.06,-0.273,0.178
1928,2,-0.138,-0.224,-0.06,-0.212,-0.064,-0.304,0.028,-0.248,-0.032,-0.337,0.059
1928,3,-0.338,-0.428,-0.242,-0.41,-0.266,-0.517,-0.159,-0.444,-0.227,-0.544,-0.127
